Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
IDirect3DRMMesh::SetGroupColorRGB,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMesh::SetGroupMapping,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMesh::SetGroupMaterial,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMesh::SetGroupQuality,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMesh::SetGroupTexture,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMesh::SetVertices,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMesh::Translate,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddFace,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddFaces,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddFrame,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddMesh,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddMeshBuilder,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddNormal,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddRef,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::AddVertex,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::CreateFace,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::CreateMesh,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GenerateNormals,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetBox,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetColorSource,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetFaceCount,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetFaces,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetPerspective,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetQuality,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetTextureCoordinates,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetVertexColor,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetVertexCount,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::GetVertices,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::Load,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::QueryInterface,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::Release,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::ReserveSpace,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::Save,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::Scale,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetColor,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetColorRGB,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetColorSource,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetMaterial,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetNormal,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetPerspective,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetQuality,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetTexture,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetTextureCoordinates,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetTextureTopology,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetVertex,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetVertexColor,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::SetVertexColorRGB,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMMeshBuilder::Translate,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::AddDestroyCallback,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::AddRef,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::Clone,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::DeleteDestroyCallback,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::GetAppData,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::GetClassName,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::GetName,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::QueryInterface,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::Release,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::SetAppData,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMObject::SetName,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMPickedArray::AddRef ,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMPickedArray::GetPick,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMPickedArray::GetSize,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMPickedArray::QueryInterface,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMPickedArray::Release,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMShadow::AddRef,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMShadow::Init,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMShadow::QueryInterface,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMShadow::Release,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::AddRef,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::Changed,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetColors,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetDecalOrigin,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetDecalScale,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetDecalSize,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetDecalTransparency,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetDecalTransparentColor,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetImage,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetOpacity,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::GetShades,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::InitFromFile,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::InitFromResource,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::InitFromSurface,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::QueryInterface,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::Release,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetColors,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetDecalOrigin,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetDecalScale,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetDecalSize,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetDecalTransparency,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetDecalTransparentColor,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetOpacity,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMTexture::SetShades,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMUserVisual::AddRef,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMUserVisual::Init,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMUserVisual::QueryInterface,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMUserVisual::Release,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::AddRef,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::Clear,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::Configure,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::ForceUpdate,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::GetBack,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::GetCamera,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::GetDevice,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::GetDirect3DViewport,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::GetField,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
IDirect3DRMViewport::GetFront,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,interface method
