Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
DL_COPYCURSOR,Yes,Yes,No,msg/draglist, -,commctrl.h,,,No,notification message
DL_CURSORSET,Yes,Yes,No,msg/draglist, -,commctrl.h,,,No,notification message
DL_DRAGGING,Yes,Yes,No,msg/draglist, -,commctrl.h,,,No,notification message
DL_DROPPED,Yes,Yes,No,msg/draglist, -,commctrl.h,,,No,notification message
DL_MOVECURSOR,Yes,Yes,No,msg/draglist, -,commctrl.h,,,No,notification message
DL_STOPCURSOR,Yes,Yes,No,msg/draglist, -,commctrl.h,,,No,notification message
EN_CHANGE,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
EN_CORRECTTEXT,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_DROPFILES,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_ERRSPACE,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
EN_HSCROLL,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
EN_IMECHANGE,Yes,No,No,msg/richedit, -,richedit.h,,,No,notification message
EN_KILLFOCUS,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
EN_MAXTEXT,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
EN_MSGFILTER,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_OLEOPFAILED,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_PROTECTED,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_REQUESTRESIZE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_SAVECLIPBOARD,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_SELCHANGE,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_SETFOCUS,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
EN_STOPNOUNDO,Yes,Yes,No,msg/richedit, -,richedit.h,,,No,notification message
EN_UPDATE,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
EN_VSCROLL,Yes,Yes,Yes,msg/editcontrol, -,winuser.h,,,No,notification message
HDN_BEGINTRACK,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
HDN_DIVIDERDBLCLICK,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
HDN_ENDTRACK,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
HDN_ITEMCHANGED,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
HDN_ITEMCHANGING,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
HDN_ITEMCLICK,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
HDN_ITEMDBLCLICK ,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
HDN_TRACK,Yes,Yes,Yes,Header Controls, -,commctrl.h,,,WinNT,notification message
IMN_CHANGECANDIDATE,Yes,Yes,No,msg/IMM, -,imm.h,,,No,notification message
IMN_CLOSECANDIDATE,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_CLOSESTATUSWINDOW,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_GUIDELINE,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_OPENCANDIDATE,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_OPENSTATUSWINDOW,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_SETCANDIDATEPOS,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_SETCOMPOSITIONFONT,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_SETCOMPOSITIONWINDOW,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_SETCONVERSIONMODE,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_SETOPENSTATUS,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_SETSENTENCEMODE,Yes,Yes,No,, -,imm.h,,,No,notification message
IMN_SETSTATUSWINDOWPOS,Yes,Yes,No,, -,imm.h,,,No,notification message
LBN_DBLCLK,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,notification message
LBN_ERRSPACE,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,notification message
LBN_KILLFOCUS,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,notification message
LBN_SELCANCEL,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,notification message
LBN_SELCHANGE,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,notification message
LBN_SETFOCUS,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,notification message
LVN_BEGINDRAG,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_BEGINLABELEDIT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,notification message
LVN_BEGINRDRAG,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_COLUMNCLICK,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_DELETEALLITEMS,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_DELETEITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_ENDLABELEDIT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,notification message
LVN_GETDISPINFO,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,notification message
LVN_INSERTITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_ITEMCHANGED,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_ITEMCHANGING,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_KEYDOWN,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,notification message
LVN_SETDISPINFO ,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,notification message
NM_CLICK,Yes,Yes,Yes,user/shell, -,winuser.h,,,No,notification message
NM_DBLCLK,Yes,Yes,Yes,user/shell, -,winuser.h,,,No,notification message
NM_KILLFOCUS,Yes,Yes,Yes,user/shell, -,winuser.h,,,No,notification message
NM_OUTOFMEMORY,Yes,Yes,Yes,user/shell, -,commctrl.h,,,No,notification message
NM_RCLICK,Yes,Yes,Yes,user/shell, -,commctrl.h,,,No,notification message
NM_RDBLCLK,Yes,Yes,Yes,user/shell, -,commctrl.h,,,No,notification message
NM_RETURN,Yes,Yes,Yes,user/shell, -,commctrl.h,,,No,notification message
NM_SETFOCUS,Yes,Yes,Yes,user/shell, -,commctrl.h,,,No,notification message
PBT_APMBATTERYLOW,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMOEMEVENT,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMPOWERSTATUSCHANGE,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMQUERYSTANDBY,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMQUERYSTANDBYFAILED,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMQUERYSUSPEND,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMQUERYSUSPENDFAILED,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMRESUMECRITICAL,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMRESUMEFROMFAILURE,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMRESUMESTANDBY,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMRESUMESUSPEND,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMSTANDBY,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PBT_APMSUSPEND,No,Yes,No,msg/power mgmt., -,pbt.h,,,No,notification message
PSN_APPLY,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_HELP,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_KILLACTIVE,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_QUERYCANCEL,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_RESET,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_SETACTIVE,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_WIZBACK,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_WIZFINISH,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
PSN_WIZNEXT,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,notification message
SPFILENOTIFY_COPYERROR ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_DELETEERROR ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_ENDCOPY ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_ENDDELETE ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_ENDQUEUE ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_ENDRENAME ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_ENDSUBQUEUE ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_FILEEXTRACTED ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_FILEINCABINET ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_FILEOPDELAYED ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_LANGMISMATCH ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_NEEDMEDIA ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_NEEDNEWCABINET ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_QUEUESCAN ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_RENAMEERROR ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_STARTCOPY ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_STARTDELETE ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_STARTQUEUE ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_STARTRENAME ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_STARTSUBQUEUE ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_TARGETEXISTS ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
SPFILENOTIFY_TARGETNEWER ,Yes,Yes,No,Setup,-,setupapi.h,,New for Windows NT 4.0 ,No,notification message
TBN_BEGINADJUST,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_BEGINDRAG,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_CUSTHELP,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_ENDADJUST,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_ENDDRAG,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_GETBUTTONINFO,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,WinNT,notification message
TBN_QUERYDELETE,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_QUERYINSERT,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_RESET,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TBN_TOOLBARCHANGE,Yes,Yes,Yes,Toolbars, -,commctrl.h,,,No,notification message
TCN_KEYDOWN,Yes,Yes,Yes,Tab Controls, -,commctrl.h,,,no,notification message
TCN_SELCHANGE,Yes,Yes,Yes,Tab Controls, -,commctrl.h,,,no,notification message
TCN_SELCHANGING,Yes,Yes,Yes,Tab Controls, -,commctrl.h,,,no,notification message
TTN_NEEDTEXT,Yes,Yes,Yes,Tooltip Controls, -,commctrl.h,,,WinNT,notification message
TTN_POP,Yes,Yes,Yes,Tooltip Controls, -,commctrl.h,,,No,notification message
TTN_SHOW,Yes,Yes,Yes,Tooltip Controls, -,commctrl.h,,,No,notification message
TVN_BEGINDRAG,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_BEGINLABELEDIT,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_BEGINRDRAG,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_DELETEITEM,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_ENDLABELEDIT,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_GETDISPINFO,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_ITEMEXPANDED,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_ITEMEXPANDING,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_KEYDOWN,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,No,notification message
TVN_SELCHANGED,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_SELCHANGING,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
TVN_SETDISPINFO,Yes,Yes,Yes,Tree-View Controls, -,commctrl.h,,,WinNT,notification message
UDN_DELTAPOS,Yes,Yes,Yes,Up-Down Controls, -,commctrl.h,,,No,notification message
AddressEntry OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Attachment OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Attachments Collection OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Field OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Fields Collection OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Folder OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Folders Collection OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
InfoStore OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
InfoStores Collection OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Message OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Messages Collection OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Recipient OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Recipients Collection OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Session OLE Messaging object,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,OLE Messaging object
Address property (AddressEntry OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Address property (Recipient OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
AddressEntry property (Recipient OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Application property,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Attachments property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Class property,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Conversation property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
ConversationIndex property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
ConversationTopic property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Count property (Attachments Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Count property (Fields Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Count property (InfoStores Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Count property (Recipients Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
CurrentUser property (Session OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
DeliveryReceipt property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
DisplayType property (AddressEntry OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
DisplayType property (Recipient OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Encrypted property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Fields property (AddressEntry OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Fields property (Folder OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Fields property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
FolderID property (Folder OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
FolderID property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Folders property (Folder OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
ID property (AddressEntry OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
ID property (Field OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
ID property (Folder OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
ID property (InfoStore OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
ID property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Importance property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Inbox property (Session OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Index property (Attachment OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Index property (Field OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Index property (InfoStore OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Index property (Recipient OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
InfoStores property (Session OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Item property (Attachments Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Item property (Fields Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Item property (InfoStores Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Item property (Recipients Collection),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
MAPIOBJECT property (Folder OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
MAPIOBJECT property (Message OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
MAPIOBJECT property (Session OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Members property (AddressEntry OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Messages property (Folder OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Name property (AddressEntry OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Name property (Attachment OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Name property (Field OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Name property (Folder OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Name property (InfoStore OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Name property (Recipient OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Name property (Session OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
OperatingSystem property (Session OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Outbox property (Session OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Parent property,Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
Position property (Attachment OLE Messaging object),Yes,Yes,No,OLE Messaging (MAPI),,mdisp.odl,,Since MAPI 1.0.a,No,property
PR_7BIT_DISPLAY_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0.a,No,property
PR_AB_DEFAULT_DIR,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_AB_DEFAULT_PAB,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_AB_PROVIDER_ID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_AB_PROVIDERS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_AB_SEARCH_PATH,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_AB_SEARCH_PATH_UPDATE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ACCESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ACCESS_LEVEL,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ACCOUNT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ACKNOWLEDGEMENT_MODE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ADDRTYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ALTERNATE_RECIPIENT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ALTERNATE_RECIPIENT_ALLOWED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ANR,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ASSISTANT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ASSISTANT_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ASSOC_CONTENT_COUNT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_DATA_BIN,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_DATA_OBJ,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_ENCODING,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_EXTENSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_LONG_PATHNAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0.a,No,property
PR_ATTACH_METHOD,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_MIME_TAG,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0.a,No,property
PR_ATTACH_NUM,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_PATHNAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_RENDERING,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_SIZE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_TAG,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACH_TRANSPORT_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ATTACHMENT_X400_PARAMETERS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_AUTHORIZING_USERS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_AUTO_FORWARD_COMMENT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
